bedroom_count,net_sqm,center_distance,metro_distance,floor,age,price
1,66.54250905226726,1246.75,113.79902791371757,10,82,92616.68597355433
1,53.91365537212604,1397.25,93.96019608105595,23,76,92028.83292664732
1,62.2143884383207,1351.38,155.445864747325,3,51,92835.17273007584
1,40.386084372339255,803.6,101.15354083074703,15,29,96869.99100280274
1,44.49015256249058,671.84,50.05066222110026,3,55,92071.38893806288
1,37.00899952625203,690.99,81.98943563308225,5,60,94613.39358297916
1,38.80876284823795,1806.23,107.90762456347473,5,27,88624.09119885374
1,67.77905188612937,801.16,94.07398506322684,3,52,93031.40109831672
1,57.356416227232735,195.46,25.92507476862645,23,64,95979.88558755018
1,39.76723610189187,246.29,53.91767184460532,16,19,97103.5967494343
1,23.82218562981295,579.61,171.3221387431971,15,11,95625.00666796294
1,21.15144569136749,1682.68,198.6651743495207,15,20,93651.5965471851
1,67.44306120892526,1610.6,99.31288872779206,15,5,93314.99144237832
1,58.077932902836814,1426.59,184.24391440479263,21,73,93624.09947177132
1,43.03063986858914,597.99,30.73986975926455,12,93,91659.40179263912
1,19.23670459938789,1872.87,165.14621973376842,22,9,93573.01276513678
1,21.688267830669872,384.9,120.30813608246834,20,2,98697.47934514449
1,54.14322818839587,1471.05,95.156758897578,8,21,93771.63936321856
1,29.8319064115038,1408.67,85.45837306704928,23,19,93259.5020926249
1,48.218144033361455,1531.37,132.90067377872836,10,18,91969.8615298153
1,48.22279073960912,1557.37,106.98938568189462,10,64,89468.9670291263
1,27.83649355946642,1988.33,235.2814961053253,14,21,91513.776511629
1,37.76814527606533,1140.4,45.26256737944489,2,85,89538.04381379072
1,35.73533929173052,365.69,11.021097762778291,12,50,95627.70609323344
1,12.905468626600657,697.99,37.91747746538475,22,97,91365.77535008524
1,18.54258916395876,982.67,184.91690269084927,10,96,92630.94205742145
1,59.90397455889649,1131.53,149.30874034628803,14,97,94664.96209713776
1,37.268695292831325,497.86,49.18496206925955,15,11,94762.58546644828
1,57.27803567202186,1967.96,219.3345488200773,21,70,91887.32024874742
1,16.355640743095986,1014.61,41.30413263052176,16,73,91986.02234276664
1,41.4607957966371,935.32,6.940245161119421,24,43,95955.049265931
1,12.71971675925816,203.2,77.6894896176151,9,70,94768.73230236466
1,24.92274737442497,551.7,65.50013059624249,6,0,93639.48804363723
1,24.67708084849908,238.58,67.51514118904095,1,89,92262.35846823768
1,38.580565151181325,1116.67,116.43668264715106,9,13,95269.92777843207
1,55.7001207975181,817.11,107.61962591408135,15,74,94783.43721320073
1,37.95647457404779,1957.87,136.03781679130793,11,15,91101.1724301926
1,23.67054572068581,1774.98,125.27071111248998,23,18,90429.79122128176
1,43.25548434542661,858.4,54.47937482413285,11,10,92495.11726315058
1,33.09771570078543,366.4,33.84995795125283,1,73,91926.14876113745
1,66.5480996989996,1329.16,87.44347985835549,17,8,95425.9527790178
1,71.52065925900443,1676.33,39.69954238877867,12,75,89850.90249273507
1,31.96274427680791,1275.88,146.09077255135938,8,37,90906.30117118685
1,65.57039962478056,301.51,29.74415396304872,21,37,98292.45798356384
1,60.02566677577093,710.82,26.99565018043434,8,60,94267.33580044674
1,24.10182932563025,21.0,79.0407297703368,4,61,94942.25152882356
1,10.557435045276405,1502.31,70.56505451382756,21,75,89789.71428700577
1,33.704107773211646,1801.64,175.50014346745917,16,40,89975.53083816206
1,49.71789667318077,54.65,2.95435908862522,18,26,99757.98057382827
1,48.924576640937815,882.69,21.037425112940127,15,47,91933.85018656384
1,46.332836888834905,1601.85,170.33033302658768,5,31,92035.9062844414
1,53.19540740096406,323.87,20.570983438887595,12,84,96123.8971196352
1,70.11224395193568,1435.85,167.81602756068335,22,15,96581.68263311742
1,24.4606287069549,1844.2,207.1532076981865,18,82,91152.42356337182
1,59.39099920081112,1424.85,236.39829746403447,6,53,93825.41937620362
1,45.36077059477951,1646.91,215.0482974718196,20,20,95929.80577077508
1,15.495775242146568,576.64,33.43850810287782,12,88,91584.32634157414
1,64.52394795512812,467.26,30.084441121203675,24,76,95312.85521696867
1,66.20777750634387,1915.15,227.34647979435564,8,61,93043.81139435258
1,43.76496669105374,1671.8,182.4685763048796,1,71,89156.06054163183
1,13.571323528216151,688.36,60.73609378005322,17,85,94320.09029833856
1,67.47338573200602,558.31,13.346354539715556,13,64,93129.11386555678
1,38.07759328158643,1663.43,163.7049299521619,1,19,90897.86545326147
1,74.6867993357628,1270.9,109.4734805178521,17,31,95136.25374033942
1,27.499827343142726,550.65,95.0674454046296,11,24,93947.3884749373
1,33.57987061706907,444.6,55.874910759565104,3,95,92270.83122207684
1,41.07038341491186,41.89,43.0864981054488,22,78,97788.22920176265
1,26.63946684569992,1783.67,137.20934516320287,20,41,92845.6702859468
1,21.9592312683488,1996.16,132.43208720408748,4,76,88436.96035737568
1,14.933413736352051,1816.33,142.96721533987255,22,60,92372.0664984602
1,71.46340960384136,1535.17,137.31427930692797,16,37,92986.7019480628
1,68.62562184499976,190.35,36.08908677775409,2,31,94655.14960392582
1,16.591259333150635,1092.98,211.3336475345426,15,26,95591.42460049054
1,26.19330342416227,1522.01,134.86804241696785,23,19,93080.33929096143
1,36.7049505415024,1985.85,130.92924997536113,19,83,88108.39714760141
1,20.292823137085364,1624.46,123.0216012676953,5,1,88940.16127151658
1,31.77123956386494,1974.11,201.7439736886731,23,83,90257.76630123112
1,54.61079044686561,1007.87,93.87139971001658,22,34,94620.64369151992
1,67.84180371413711,1260.41,121.2622268982688,10,87,93283.64029516817
1,63.81054364351502,1598.57,155.4803518100138,13,36,93315.0326607636
1,60.28536911007775,1919.58,142.89639655173184,18,54,91629.2933734454
1,35.68711402107078,1026.69,80.50601351319966,11,3,92367.50648475753
1,33.34978907873156,427.15,13.777505831890291,3,16,95779.86705606947
1,52.737477474608326,502.18,65.99870231307128,5,57,96065.19053034089
1,31.52123286200146,1071.6,38.63487840890436,13,14,93404.1025788663
1,55.16963989268987,351.85,70.72640508549966,11,2,98489.62681327685
1,70.80306750379836,568.63,72.48963653890505,19,88,97752.06966361088
1,54.62250874217213,1300.04,150.84900175151228,9,20,94116.6758998165
1,52.14093320787869,519.4,14.874148722388544,3,39,93345.6620889777
1,41.38562028041693,1610.53,125.08410928356012,9,86,88853.09877403546
1,25.840268712967948,677.88,54.36517112065222,1,41,91147.71407608694
1,76.9935599869566,1755.86,143.13785602991356,19,5,94828.46804142214
1,39.35946031152374,1429.64,113.21695154764387,24,48,94102.31385195989
1,40.29250799364956,1442.05,187.401078239156,2,22,92628.12833643692
1,63.51688730200877,115.43,64.36962960184105,17,26,97793.41618357296
1,23.32394898033798,1667.41,109.39868703978986,19,36,89968.93009000533
1,60.442586219331865,1968.18,103.8149836098743,23,2,91485.75281087052
1,30.99307303237542,727.88,91.56244382263792,2,39,93682.5608015532
1,48.44913105707847,1486.64,105.00820150934672,4,38,91970.14112939232
1,53.47600169451536,73.59,13.720758166038983,6,44,95640.4744756454
1,23.071175273833003,991.54,73.27217914274523,16,62,92431.21049661707
1,35.808405342046946,821.26,108.49033755350932,16,69,95949.36933928305
1,38.04424182522395,557.61,84.9223571828003,19,46,95880.72145488928
1,63.394945881951806,1494.36,98.21253107682077,5,79,91120.18029405216
1,69.21630037653112,1222.69,40.87390223024724,16,18,95076.83992315922
1,51.72660527779499,1454.39,161.41406895536028,14,33,94361.19810759249
1,32.19559950375539,767.45,39.25479807747459,24,8,94349.21000261523
1,16.59580089182355,1694.74,149.8982351865227,3,76,88139.68021257629
1,14.346568157935945,1748.19,60.52310970767465,13,12,89328.61976354383
1,25.21081540429097,556.05,59.48342983969142,13,47,95153.92515839147
1,20.470035419156822,1431.52,155.03135119171026,21,26,95381.27240564494
1,52.05549579769667,1489.95,138.51660435223306,12,72,92047.5829820449
1,59.81392774962326,210.14,3.368291415076412,3,81,93785.6824439345
1,14.3633054395085,1481.3,138.18700831343915,2,1,92202.53716102365
1,48.45749053148312,364.81,52.78521728200651,7,90,92405.51484438824
1,32.11529986226418,1419.93,225.58931541253472,24,95,93500.8643499433
1,45.92477079856448,1057.9,114.71566613439632,10,10,95781.73925714864
1,29.733399894911983,986.52,56.166370880649,13,16,94289.69303287746
1,32.02905380571474,1233.82,135.7308888674594,22,48,95229.64210606624
1,64.520194144832,403.2,30.48280304828167,6,71,95616.40700967453
1,46.44521293776895,1632.87,250.182943067966,1,77,90704.90758601308
1,47.43558223473295,1046.23,88.63366713837637,12,71,94110.23726240436
1,16.686250845762874,863.13,43.07920761078044,22,76,95105.40567706584
1,11.178591506904793,1018.03,168.44155271228988,24,85,94565.41331337206
1,75.00472954519836,1351.27,135.93148444461397,13,43,95708.93755364604
1,34.283169915110165,1043.1,41.61633169265225,11,89,91378.1889678489
1,45.70364373539934,620.64,116.41486448413504,19,19,95610.14919367514
1,19.96771745477254,437.21,73.83980822673942,5,52,94435.88831678109
1,30.425383732987687,200.65,83.15081147824992,3,54,95827.55777448507
1,42.54494546321554,1447.66,98.88502201792106,5,44,91348.82840919368
1,16.230803828922216,1619.85,121.7351440769606,3,95,89032.50012685917
1,40.47443003703207,233.29,136.1919348841971,15,53,99412.72197806848
1,48.93018435084013,1112.98,47.16740886392264,21,12,93416.7908719487
1,35.000761408799654,1914.02,165.46431496608395,22,94,92293.64426567062
1,36.5982543715007,1526.88,194.2637681301348,8,8,94913.23752393498
1,41.32478247768779,1261.6,118.43024838574276,2,48,91024.82379083605
1,72.39956290290806,435.4,68.33368398766468,1,96,95315.66772702632
1,40.75508924876732,1995.32,159.60634853685625,7,36,89996.02794247161
1,73.3241678623333,790.97,89.69009439237593,19,44,94647.48571072512
1,35.17862158238361,1902.15,105.86715741323415,22,66,89584.50688894128
1,43.12424307124169,1254.14,195.77913398090945,4,46,94530.59682891164
1,10.508351965577411,53.31,38.11705410159571,7,38,93403.0329684345
1,37.36998522057757,1926.02,106.6288764298623,21,5,91455.8879343252
1,37.17580450296074,1926.76,106.07252471012224,21,71,90675.92969032055
1,53.25068565040619,14.67,36.00895763450663,5,78,96753.39020957104
1,39.1033101143039,950.14,77.53392809268665,8,25,91610.12138604508
1,44.178945377615314,1779.13,153.43662201657804,15,68,92743.8029101761
1,29.136259593493,643.29,111.78329029881314,3,71,94321.17949591955
1,48.67927838662929,1469.65,95.73461235675876,2,72,88306.52868583438
1,61.27696976918751,723.87,45.90430954093622,8,49,95775.9476360468
1,20.30542912289827,1573.37,146.3208794658537,5,58,90048.39062888437
1,21.74764978167014,261.61,20.46357989521763,5,10,96772.8083965832
1,65.8835114486222,1892.08,164.92193618544124,9,35,90806.39093698816
1,42.8948048352355,515.82,10.443580572410356,18,14,98063.56311447384
1,46.00270237214438,1986.26,138.1137505722961,7,63,89914.42636605725
1,49.92769822752709,1917.99,186.34491788619687,19,4,93849.50694421784
1,49.23051476595417,812.99,28.623345850223608,22,84,93661.09745493135
1,59.08062386085094,1727.1,97.5712370404573,3,55,88439.04317899846
1,32.98396599554519,371.68,25.56784919180921,11,55,96398.6755340394
1,49.94630822891106,361.3,145.35317486491047,15,71,98832.85491623514
1,20.443733385402503,1044.09,58.73308620718831,6,91,90065.4828443969
1,53.414295182644935,1191.25,154.37553624847473,2,96,90082.03481784988
1,19.82830331166208,48.1,41.68841671023159,24,16,98424.42025816458
1,40.32485477178908,879.29,19.6888522398132,1,58,92341.0586683426
1,20.84224580834156,1323.6,157.78664887012997,13,45,91678.90059569012
1,50.065493845421685,620.83,86.19067621796904,24,26,98457.0813147258
1,19.176517508486768,1468.8,44.39747082811401,9,21,90106.64048856898
1,38.50154892920902,977.56,110.52712309029572,7,4,92451.9019215288
1,21.10034185366636,782.81,153.43043980949358,11,78,92661.2065623264
1,38.50032142728405,1834.94,218.57006996580049,6,70,91732.99492873938
1,65.52574212707029,1052.42,72.0485098074306,1,71,90157.4261479344
1,41.00423166872584,1485.13,72.95782984529396,19,48,92569.32971047802
1,29.555955638280704,1595.79,121.5749683853704,4,79,89869.70595242409
1,36.90437828411408,1667.02,136.01402524077454,17,66,90995.8649223196
1,42.99271954397288,1194.8,89.29732278041573,24,36,93260.87559498764
1,53.46215983307103,1469.69,140.1072927636182,17,12,95977.12466942822
1,20.306459667440866,1386.8,86.60480380467784,7,3,89969.03593289078
1,50.6346407334767,1829.63,92.77712630992109,22,72,89217.98307846923
1,16.176581915241854,1520.87,205.1048924051236,19,62,91629.2777035308
1,55.58163574717238,434.33,4.617240772503116,6,3,97041.86552195612
1,29.77520860072832,672.49,27.90942000324904,15,38,95055.15949505172
1,42.11228427448879,1829.09,140.71939979797563,2,92,89759.2219782219
1,23.34861338117278,864.39,53.8123092996026,15,48,92981.98822016508
1,55.902296722201314,1100.35,130.04941491717562,1,62,91625.0909098456
1,41.52331350063884,1528.45,172.4833574553668,20,24,92412.95545994485
1,66.12557827706732,1745.24,157.26014445431346,11,5,93956.5342864222
1,39.85368161491878,738.86,113.08981870571516,19,13,95083.89451032848
1,60.87419264495715,18.15,18.631749190063097,2,13,98033.7854354474
1,55.99027272040296,732.87,65.17419441987225,24,41,96786.1683635686
1,42.05716332035228,1230.89,118.82650841491116,8,20,92468.51781683252
1,63.71320900550002,347.38,21.731525320930032,12,75,94407.68987739836
1,32.892340737273045,1249.4,92.70352429832748,24,97,92267.37531303836
1,41.63786770750319,1055.52,38.59623342649965,22,34,95114.32948671556
1,15.494366779417916,1360.3,164.50856320368183,16,46,91334.59433511744
1,34.27514275146487,1329.48,107.18027099195255,10,66,89425.5648690075
1,26.963035423391947,640.14,60.08734908250453,13,30,94508.70661234764
1,62.96108686824635,465.68,66.60303881404782,8,49,96111.49931559718
1,11.817699351670848,1067.01,128.1966232531464,19,91,92376.07460723986
1,66.52624112388338,1213.01,30.63972956832736,6,62,89470.13554837456
1,43.169858543210914,1641.33,137.3745161918014,9,62,91541.6471523462
1,50.07867687968664,463.61,85.73384560403912,22,82,96566.12168285862
1,42.01358915338364,1948.87,194.76232376975315,11,46,91628.19768056006
1,30.21821643127322,1677.07,152.8678275920094,15,70,91693.97644287674
1,16.646175418767616,1438.04,46.58784488390231,12,97,90195.01168525744
1,73.6560555157564,1017.6,17.992249626820666,3,22,90680.36938367884
1,47.78589974594481,816.37,155.88004661037797,13,49,96616.49984781332
1,37.62610202921364,1314.2,146.64251389263347,10,44,94499.26278233022
1,39.89483624653663,532.84,36.82184497424228,24,11,99172.7977403659
1,19.98870349676338,289.76,8.406812562140043,16,86,93632.7450840788
1,26.90245716881815,1879.93,88.36999056744838,12,84,86113.59297392477
1,37.07303820168512,785.33,32.60508940941883,14,79,92663.9846806433
1,57.56108822081565,276.32,67.76499621461681,11,92,94789.09015556164
1,46.18826208504812,179.47,73.20739333287867,12,83,94957.38573925884
1,29.20759195395225,1570.78,214.6991357787089,15,49,91487.0907903341
1,11.718345300488895,1943.99,217.5866969730616,7,53,90843.48641004956
1,12.597591941006051,595.74,23.683903153850693,9,68,92756.27077884978
1,24.61376842763739,531.44,86.16275908225431,9,30,93536.5075279444
1,40.71927078295046,1143.93,120.72778963718844,12,97,93641.08054892212
1,21.23348603883,1417.32,168.2847911243933,5,41,90940.48486203706
1,56.65500060921589,819.08,76.6634794590815,5,11,95634.13740991852
1,29.20743520502112,604.18,45.123516449532914,2,22,94774.25941539725
1,30.11431527860419,1669.92,109.91037561918222,19,91,89684.4695552648
1,66.56815406677762,1704.67,81.0935650218306,24,42,94717.8951783813
1,13.215438172684877,316.07,68.46119746700137,5,72,94181.4035659827
1,12.774221375729049,419.87,22.33257776141456,19,40,93996.31446103111
1,46.262925644694384,817.6,61.910666922815366,12,45,94709.21689353988
1,21.428736178645583,1319.96,205.43245934595663,2,58,92927.5859056607
1,29.51419300993036,1625.77,180.5443553429596,15,36,90590.13291819875
1,15.75702877018847,252.26,41.2446500640551,6,24,95277.6309563344
1,11.007142081597278,1176.89,113.02319025936178,1,88,89807.24746004259
1,18.96947349161659,1152.26,179.70314303828866,23,44,93437.3029792463
1,48.69534731137203,1056.35,181.0509653708097,19,41,96847.71915215434
1,44.65917530634313,365.8,79.3972555739764,13,27,98654.36976833618
1,18.839726165761068,72.94,35.675829569896216,7,60,93806.89989477165
1,30.351320457160067,1799.2,168.11409571167533,2,37,89538.77259843348
1,18.55448321804355,810.82,66.4684522903148,8,73,92818.77618240728
1,32.76536357431043,722.25,69.70016146927843,9,88,94142.99105308828
1,73.0761864803267,303.3,74.44930436612589,5,30,98316.63071874186
1,38.35811697341487,1474.73,104.26009732649074,16,49,90225.58463208604
1,33.629002760167666,247.75,35.79271774703807,6,45,95678.22673898312
1,71.36346233634538,1519.0,113.36772269736188,12,65,93806.22499088914
1,34.47579427719704,1245.15,41.21819434368703,2,85,87935.37763960095
1,15.626944786382056,797.03,85.5762952923064,4,20,93076.8856768703
1,52.73939339677048,692.75,78.08836022579119,8,48,94226.00078246632
1,40.93767633480004,49.08,45.49648560248979,9,41,97522.95020723814
1,68.13974298058673,1041.54,94.00323231496805,13,42,93393.66184581535
1,46.15319525720267,370.19,37.23010875808306,9,27,97158.4147593546
1,57.09807388506134,820.76,54.10695086728228,9,68,93708.97978338378
1,40.517842030692265,952.88,81.46266165141935,17,42,95224.88680511068
1,38.530260946431454,1976.27,187.5789469022885,2,19,89044.92372107902
1,34.690903128498434,462.39,85.40673807936655,6,6,96402.0269973952
1,62.02387400577492,1224.11,104.41452657563865,19,80,94285.2620207864
1,33.53662659446748,1929.55,196.53028031104952,19,24,90510.70456767333
1,29.106361160569133,1581.8,94.13139931331358,23,20,91467.62574799336
1,25.763358279546807,1511.28,96.88374220862374,20,81,92756.02484391636
1,15.337204942530867,203.03,12.753235048655611,12,17,97232.691612033
1,26.69084776941742,626.58,3.660776800749311,17,80,91808.64206953318
1,36.93344441103827,1252.93,153.77609186623403,6,45,92041.98549616622
1,72.50500347800539,1161.83,127.72121646593034,22,32,94454.04708316684
1,16.666535382120433,904.94,95.39938821962268,16,46,95628.2693752289
1,52.10381867941473,100.48,25.988406260797227,21,37,98259.69441194688
1,52.16744476937273,1870.96,269.4385780742399,7,33,93132.88218839606
1,36.800680953064,1216.37,86.03009060166019,5,17,93318.70285113309
1,17.356681559761732,1901.14,61.0305357249721,6,27,89312.0216028411
1,68.40187035719921,1411.55,124.5093229519167,21,31,93687.99205606728
1,36.17519214929466,965.15,60.98754787447982,16,97,93528.48067900464
1,33.74270415140662,1176.57,56.94980703206149,12,12,91837.21316137088
1,18.098931440355205,261.62,1.5863239098926023,19,29,95633.27448191406
1,22.50052189287605,327.32,38.52572146089106,18,36,95254.99421878748
1,15.641837853642922,1168.2,79.99716496787309,16,39,91903.2334005682
1,32.58041495652837,1136.85,222.9391839771874,19,26,96941.6577315824
1,38.87231083475495,1424.06,80.14018091834258,12,86,90336.37933417365
1,19.1407477118444,47.73,16.86992075107685,8,15,94961.55878099932
1,37.480692857403525,1940.79,73.850768610012,12,57,90491.2579610672
1,10.306877272408457,819.66,46.79666833127492,3,32,89939.35026273358
1,25.677410361471825,902.09,67.40457327197215,19,41,94093.85679124465
1,31.49805411470412,1157.38,191.1078338727256,10,5,94932.74452284066
1,54.03055590737621,1252.47,162.44201956577496,19,29,93375.87303287648
1,18.403252081269493,270.19,90.27394381507878,21,69,94822.48353615904
1,30.50912233782858,1295.39,173.01480322572843,5,44,92069.44490966924
1,51.71435534518055,963.56,111.5204473171981,16,68,94151.90066294996
1,48.48156018539665,1571.76,180.02869743384227,10,92,89461.47780846054
1,73.52547743570034,825.4,125.75794143913836,21,92,95956.22744727891
1,65.50416653375797,1628.31,101.10973770204734,19,71,91711.95240120962
1,71.129299962729,1690.35,130.9156189511049,4,28,91287.4002915909
1,10.299392255842278,549.68,92.60100056642256,7,66,93928.75055084784
1,24.3972648862958,1934.6,249.78040412866025,6,25,90848.15701443492
1,75.61013498449987,1027.16,120.1010032103792,23,56,95183.4925615542
1,34.392641877479974,578.04,49.73840196698825,16,34,97288.70248871487
